판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-25,P0003,카푸치노,1,4800,4800,세종특별자치시
2025-11-10,P0006,아포가토,-3,7500,-22500,세종특별자치시
2025-11-01,P0008,카라멜마키아토,3,6500,19500,세종특별자치시
2025-11-06,P0003,카푸치노,5,4800,24000,세종특별자치시
2025-11-18,P0004,에스프레소,3,3000,9000,세종특별자치시
2025-11-18,SJ100,세종허브티,4,7600,30400,세종특별자치시
2025-11-03,P0007,바닐라라떼,10,5800,58000,세종특별자치시
2025-11-14,P0001,아메리카노,3,4500,13500,세종특별자치시
2025-11-30,P0002,카페라떼,4,5200,20800,세종특별자치시
2025-11-19,P0007,바닐라라떼,8,5800,46400,세종특별자치시
2025-11-13,SJ100,세종허브티,3,7600,22800,세종특별자치시
2025-11-10,P0002,카페라떼,5,5200,26000,세종특별자치시
2025-11-01,P0006,아포가토,10,7500,75000,세종특별자치시
2025-11-26,P0010,모카,15,6200,93000,세종특별자치시
2025-11-27,P0006,아포가토,1,7500,7500,세종특별자치시
2025-11-14,P0002,카페라떼,12,5200,62400,세종특별자치시
2025-11-14,P0010,모카,4,6200,24800,세종특별자치시
2025-11-17,P0002,카페라떼,2,5200,10400,세종특별자치시
2025-11-28,P0005,플랫화이트,4,5600,22400,세종특별자치시
2025-11-08,P0006,아포가토,18,7500,135000,세종특별자치시
2025-11-03,P0009,콜드브루,4,7000,28000,세종특별자치시
2025-11-17,P0009,콜드브루,3,7000,21000,세종특별자치시
2025-11-29,P0006,아포가토,5,7500,37500,세종특별자치시
2025-11-24,SJ100,세종허브티,2,7600,15200,세종특별자치시
2025-11-08,P0002,카페라떼,0,5200,0,세종특별자치시
2025-11-09,P0004,에스프레소,1,3000,3000,세종특별자치시
2025-11-20,P0003,카푸치노,1,4800,4800,세종특별자치시
2025-11-06,SJ100,세종허브티,1,7600,7600,세종특별자치시
2025-11-15,P0010,모카,1,6200,6200,세종특별자치시
2025-11-15,SJ100,세종허브티,6,7600,45600,세종특별자치시
2025-11-21,SJ100,세종허브티,1,7600,7600,세종특별자치시
2025-11-28,SJ100,세종허브티,3,7600,22800,세종특별자치시
2025-11-05,P0008,카라멜마키아토,10,6500,65000,세종특별자치시
2025-11-16,P0008,카라멜마키아토,4,6500,26000,세종특별자치시
2025-11-26,P0005,플랫화이트,6,5600,33600,세종특별자치시
2025-11-02,P0006,아포가토,1,7500,7500,세종특별자치시
2025-11-03,P0005,플랫화이트,1,5600,5600,세종특별자치시
2025-11-15,P0001,아메리카노,0,4500,0,세종특별자치시
