판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-27,P0008,카라멜마키아토,7,6500,45500,부산광역시
2025-11-08,P0008,카라멜마키아토,5,6500,32500,부산광역시
2025-11-05,P0007,바닐라라떼,10,5800,58000,부산광역시
2025-11-30,P0010,모카,7,6200,43400,부산광역시
2025-11-24,P0003,카푸치노,9,4800,43200,부산광역시
2025-11-09,P0007,바닐라라떼,2,5800,11600,부산광역시
2025-11-30,P0009,콜드브루,1,7000,7000,부산광역시
2025-11-27,P0001,아메리카노,8,4500,36000,부산광역시
2025-11-24,P0005,플랫화이트,9,5600,50400,부산광역시
2025-11-19,BS100,부산씨앗라떼,19,9400,178600,부산광역시
2025-11-28,P0003,카푸치노,3,4800,14400,부산광역시
2025-11-18,P0008,카라멜마키아토,3,6500,19500,부산광역시
2025-11-11,P0009,콜드브루,8,7000,56000,부산광역시
2025-11-13,P0008,카라멜마키아토,3,6500,19500,부산광역시
2025-11-28,P0004,에스프레소,13,3000,39000,부산광역시
2025-11-19,P0007,바닐라라떼,10,5800,58000,부산광역시
2025-11-28,P0007,바닐라라떼,4,5800,23200,부산광역시
2025-11-11,P0008,카라멜마키아토,8,6500,52000,부산광역시
2025-11-13,BS100,부산씨앗라떼,8,9400,75200,부산광역시
