판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-20,P0007,바닐라라떼,2,5800,11600,수원시
2025-11-06,P0003,카푸치노,2,4800,9600,수원시
2025-11-24,P0008,카라멜마키아토,3,6500,19500,수원시
2025-11-14,P0006,아포가토,-2,7500,-15000,수원시
2025-11-15,P0010,모카,3,6200,18600,수원시
2025-11-25,P0008,카라멜마키아토,2,6500,13000,수원시
2025-11-18,P0004,에스프레소,3,3000,9000,수원시
2025-11-26,P0008,카라멜마키아토,1,6500,6500,수원시
2025-11-12,SW100,수원왕갈비라떼,10,12000,120000,수원시
2025-11-15,P0008,카라멜마키아토,5,6500,32500,수원시
2025-11-25,P0007,바닐라라떼,6,5800,34800,수원시
2025-11-17,P0007,바닐라라떼,8,5800,46400,수원시
2025-11-27,P0004,에스프레소,4,3000,12000,수원시
2025-11-05,P0005,플랫화이트,0,5600,0,수원시
2025-11-21,P0008,카라멜마키아토,5,6500,32500,수원시
2025-11-18,P0002,카페라떼,5,5200,26000,수원시
2025-11-28,P0002,카페라떼,7,5200,36400,수원시
2025-11-03,P0003,카푸치노,4,4800,19200,수원시
2025-11-15,P0009,콜드브루,1,7000,7000,수원시
2025-11-27,P0007,바닐라라떼,2,5800,11600,수원시
2025-11-30,P0004,에스프레소,3,3000,9000,수원시
2025-11-29,P0006,아포가토,6,7500,45000,수원시
2025-11-14,P0001,아메리카노,5,4500,22500,수원시
2025-11-17,P0006,아포가토,3,7500,22500,수원시
2025-11-13,P0002,카페라떼,19,5200,98800,수원시
2025-11-08,P0001,아메리카노,5,4500,22500,수원시
2025-11-30,P0002,카페라떼,2,5200,10400,수원시
2025-11-26,P0003,카푸치노,1,4800,4800,수원시
2025-11-02,P0005,플랫화이트,1,5600,5600,수원시
2025-11-23,P0003,카푸치노,2,4800,9600,수원시
2025-11-15,P0010,모카,1,6200,6200,수원시
2025-11-29,P0002,카페라떼,1,5200,5200,수원시
2025-11-09,P0004,에스프레소,2,3000,6000,수원시
2025-11-18,P0010,모카,1,6200,6200,수원시
2025-11-14,P0002,카페라떼,10,5200,52000,수원시
2025-11-08,P0005,플랫화이트,0,5600,0,수원시
2025-11-02,P0004,에스프레소,4,3000,12000,수원시
2025-11-21,P0010,모카,3,6200,18600,수원시
2025-11-03,P0002,카페라떼,19,5200,98800,수원시
2025-11-20,P0009,콜드브루,1,7000,7000,수원시
2025-11-21,P0009,콜드브루,3,7000,21000,수원시
2025-11-08,P0003,카푸치노,17,4800,81600,수원시
2025-11-14,P0001,아메리카노,10,4500,45000,수원시
2025-11-08,P0010,모카,9,6200,55800,수원시
2025-11-06,SW100,수원왕갈비라떼,2,12000,24000,수원시
2025-11-17,P0006,아포가토,1,7500,7500,수원시
2025-11-17,P0009,콜드브루,6,7000,42000,수원시
2025-11-26,P0009,콜드브루,13,7000,91000,수원시
2025-11-01,P0007,바닐라라떼,5,5800,29000,수원시
2025-11-02,SW100,수원왕갈비라떼,5,12000,60000,수원시
2025-11-12,P0005,플랫화이트,2,5600,11200,수원시
2025-11-12,P0002,카페라떼,8,5200,41600,수원시
2025-11-08,SW100,수원왕갈비라떼,1,12000,12000,수원시
2025-11-25,P0010,모카,3,6200,18600,수원시
2025-11-05,P0001,아메리카노,4,4500,18000,수원시
2025-11-18,P0006,아포가토,4,7500,30000,수원시
2025-11-27,SW100,수원왕갈비라떼,2,12000,24000,수원시
2025-11-23,P0008,카라멜마키아토,1,6500,6500,수원시
2025-11-26,P0003,카푸치노,5,4800,24000,수원시
2025-11-23,P0008,카라멜마키아토,2,6500,13000,수원시
2025-11-10,P0004,에스프레소,5,3000,15000,수원시
2025-11-26,P0004,에스프레소,1,3000,3000,수원시
2025-11-11,P0005,플랫화이트,4,5600,22400,수원시
