판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-08,GJ100,광주떡라떼,0,9800,0,광주광역시
2025-11-27,P0001,아메리카노,15,4500,67500,광주광역시
2025-11-27,P0001,아메리카노,17,4500,76500,광주광역시
2025-11-13,P0005,플랫화이트,9,5600,50400,광주광역시
2025-11-07,P0010,모카,2,6200,12400,광주광역시
2025-11-07,GJ100,광주떡라떼,1,9800,9800,광주광역시
2025-11-13,GJ100,광주떡라떼,6,9800,58800,광주광역시
2025-11-05,P0005,플랫화이트,4,5600,22400,광주광역시
2025-11-08,P0009,콜드브루,1,7000,7000,광주광역시
2025-11-09,P0010,모카,4,6200,24800,광주광역시
2025-11-29,P0010,모카,0,6200,0,광주광역시
2025-11-12,P0004,에스프레소,11,3000,33000,광주광역시
2025-11-17,P0008,카라멜마키아토,2,6500,13000,광주광역시
2025-11-25,P0001,아메리카노,6,4500,27000,광주광역시
2025-11-05,GJ100,광주떡라떼,3,9800,29400,광주광역시
2025-11-26,GJ100,광주떡라떼,4,9800,39200,광주광역시
2025-11-20,P0002,카페라떼,5,5200,26000,광주광역시
2025-11-13,P0010,모카,1,6200,6200,광주광역시
2025-11-17,P0005,플랫화이트,17,5600,95200,광주광역시
2025-11-28,P0001,아메리카노,8,4500,36000,광주광역시
2025-11-22,P0009,콜드브루,14,7000,98000,광주광역시
2025-11-25,GJ100,광주떡라떼,10,9800,98000,광주광역시
2025-11-04,P0005,플랫화이트,5,5600,28000,광주광역시
2025-11-06,P0008,카라멜마키아토,12,6500,78000,광주광역시
2025-11-24,P0005,플랫화이트,0,5600,0,광주광역시
2025-11-25,P0003,카푸치노,1,4800,4800,광주광역시
2025-11-30,P0002,카페라떼,0,5200,0,광주광역시
2025-11-27,GJ100,광주떡라떼,3,9800,29400,광주광역시
2025-11-20,P0004,에스프레소,3,3000,9000,광주광역시
2025-11-12,P0003,카푸치노,2,4800,9600,광주광역시
2025-11-25,P0009,콜드브루,9,7000,63000,광주광역시
2025-11-20,P0006,아포가토,3,7500,22500,광주광역시
2025-11-01,P0002,카페라떼,2,5200,10400,광주광역시
2025-11-29,P0005,플랫화이트,5,5600,28000,광주광역시
2025-11-02,P0004,에스프레소,1,3000,3000,광주광역시
2025-11-03,P0002,카페라떼,9,5200,46800,광주광역시
2025-11-27,P0002,카페라떼,0,5200,0,광주광역시
2025-11-25,P0003,카푸치노,19,4800,91200,광주광역시
2025-11-22,P0008,카라멜마키아토,8,6500,52000,광주광역시
2025-11-06,P0005,플랫화이트,1,5600,5600,광주광역시
2025-11-28,P0010,모카,-4,6200,-24800,광주광역시
2025-11-07,P0009,콜드브루,9,7000,63000,광주광역시
2025-11-23,P0005,플랫화이트,7,5600,39200,광주광역시
2025-11-22,GJ100,광주떡라떼,7,9800,68600,광주광역시
2025-11-15,P0009,콜드브루,8,7000,56000,광주광역시
2025-11-04,P0004,에스프레소,0,3000,0,광주광역시
2025-11-03,P0006,아포가토,3,7500,22500,광주광역시
2025-11-19,P0009,콜드브루,1,7000,7000,광주광역시
2025-11-19,P0004,에스프레소,10,3000,30000,광주광역시
2025-11-03,GJ100,광주떡라떼,5,9800,49000,광주광역시
2025-11-08,P0002,카페라떼,3,5200,15600,광주광역시
2025-11-28,P0006,아포가토,0,7500,0,광주광역시
2025-11-17,P0004,에스프레소,3,3000,9000,광주광역시
2025-11-22,P0008,카라멜마키아토,3,6500,19500,광주광역시
2025-11-18,P0003,카푸치노,7,4800,33600,광주광역시
2025-11-19,P0008,카라멜마키아토,6,6500,39000,광주광역시
2025-11-26,P0008,카라멜마키아토,10,6500,65000,광주광역시
2025-11-07,P0002,카페라떼,4,5200,20800,광주광역시
2025-11-22,P0007,바닐라라떼,1,5800,5800,광주광역시
2025-11-14,P0007,바닐라라떼,7,5800,40600,광주광역시
2025-11-28,P0001,아메리카노,8,4500,36000,광주광역시
2025-11-02,P0007,바닐라라떼,5,5800,29000,광주광역시
2025-11-26,P0002,카페라떼,8,5200,41600,광주광역시
2025-11-07,P0004,에스프레소,4,3000,12000,광주광역시
2025-11-15,P0003,카푸치노,4,4800,19200,광주광역시
2025-11-06,P0005,플랫화이트,4,5600,22400,광주광역시
2025-11-08,P0002,카페라떼,-1,5200,-5200,광주광역시
2025-11-26,P0009,콜드브루,1,7000,7000,광주광역시
