판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-11,P0007,바닐라라떼,9,5800,52200,대구광역시
2025-11-18,P0003,카푸치노,5,4800,24000,대구광역시
2025-11-14,DG100,대구핫팩커피,5,9200,46000,대구광역시
2025-11-22,P0003,카푸치노,2,4800,9600,대구광역시
2025-11-10,P0007,바닐라라떼,1,5800,5800,대구광역시
2025-11-27,P0001,아메리카노,10,4500,45000,대구광역시
2025-11-10,P0004,에스프레소,10,3000,30000,대구광역시
2025-11-26,P0010,모카,5,6200,31000,대구광역시
2025-11-21,P0006,아포가토,3,7500,22500,대구광역시
2025-11-15,P0008,카라멜마키아토,3,6500,19500,대구광역시
2025-11-17,P0008,카라멜마키아토,7,6500,45500,대구광역시
2025-11-22,P0002,카페라떼,10,5200,52000,대구광역시
2025-11-17,DG100,대구핫팩커피,10,9200,92000,대구광역시
2025-11-03,P0004,에스프레소,8,3000,24000,대구광역시
