판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-09,P0009,콜드브루,1,7000,7000,서울특별시
2025-11-15,P0006,아포가토,1,7500,7500,서울특별시
2025-11-19,P0007,바닐라라떼,6,5800,34800,서울특별시
2025-11-04,SL100,한강블렌드,8,10500,84000,서울특별시
2025-11-16,P0001,아메리카노,5,4500,22500,서울특별시
2025-11-11,P0010,모카,16,6200,99200,서울특별시
2025-11-21,P0002,카페라떼,3,5200,15600,서울특별시
2025-11-30,P0005,플랫화이트,2,5600,11200,서울특별시
2025-11-04,P0003,카푸치노,10,4800,48000,서울특별시
2025-11-02,P0005,플랫화이트,2,5600,11200,서울특별시
2025-11-04,P0002,카페라떼,16,5200,83200,서울특별시
2025-11-29,P0009,콜드브루,-3,7000,-21000,서울특별시
2025-11-13,P0008,카라멜마키아토,17,6500,110500,서울특별시
2025-11-22,P0009,콜드브루,0,7000,0,서울특별시
2025-11-19,P0003,카푸치노,10,4800,48000,서울특별시
2025-11-21,P0002,카페라떼,5,5200,26000,서울특별시
2025-11-20,P0007,바닐라라떼,20,5800,116000,서울특별시
2025-11-02,P0006,아포가토,0,7500,0,서울특별시
2025-11-15,P0008,카라멜마키아토,5,6500,32500,서울특별시
2025-11-28,P0006,아포가토,17,7500,127500,서울특별시
2025-11-22,P0006,아포가토,4,7500,30000,서울특별시
2025-11-29,SL100,한강블렌드,5,10500,52500,서울특별시
2025-11-02,P0007,바닐라라떼,7,5800,40600,서울특별시
2025-11-07,P0002,카페라떼,4,5200,20800,서울특별시
2025-11-03,SL100,한강블렌드,5,10500,52500,서울특별시
2025-11-21,SL100,한강블렌드,5,10500,52500,서울특별시
2025-11-01,P0001,아메리카노,10,4500,45000,서울특별시
2025-11-08,P0003,카푸치노,0,4800,0,서울특별시
2025-11-07,P0002,카페라떼,2,5200,10400,서울특별시
2025-11-07,P0010,모카,15,6200,93000,서울특별시
2025-11-27,P0004,에스프레소,10,3000,30000,서울특별시
2025-11-25,P0003,카푸치노,4,4800,19200,서울특별시
2025-11-01,P0005,플랫화이트,5,5600,28000,서울특별시
2025-11-05,P0009,콜드브루,2,7000,14000,서울특별시
2025-11-26,P0003,카푸치노,1,4800,4800,서울특별시
2025-11-22,P0001,아메리카노,4,4500,18000,서울특별시
2025-11-01,P0006,아포가토,3,7500,22500,서울특별시
2025-11-19,P0006,아포가토,5,7500,37500,서울특별시
2025-11-06,P0005,플랫화이트,0,5600,0,서울특별시
2025-11-05,P0007,바닐라라떼,18,5800,104400,서울특별시
2025-11-04,P0002,카페라떼,19,5200,98800,서울특별시
