판매일자,제품코드,제품명,판매수량,제품단가,판매금액,지점명
2025-11-19,P0003,카푸치노,1,4800,4800,울산광역시
2025-11-12,P0007,바닐라라떼,9,5800,52200,울산광역시
2025-11-21,P0005,플랫화이트,6,5600,33600,울산광역시
2025-11-04,P0001,아메리카노,4,4500,18000,울산광역시
2025-11-16,P0009,콜드브루,3,7000,21000,울산광역시
2025-11-30,P0009,콜드브루,10,7000,70000,울산광역시
2025-11-09,P0005,플랫화이트,3,5600,16800,울산광역시
2025-11-07,P0010,모카,9,6200,55800,울산광역시
2025-11-23,P0008,카라멜마키아토,4,6500,26000,울산광역시
2025-11-04,P0003,카푸치노,3,4800,14400,울산광역시
2025-11-15,P0003,카푸치노,4,4800,19200,울산광역시
2025-11-03,US100,울산포항혼합,2,9000,18000,울산광역시
2025-11-22,P0006,아포가토,8,7500,60000,울산광역시
2025-11-18,P0009,콜드브루,4,7000,28000,울산광역시
2025-11-29,P0005,플랫화이트,2,5600,11200,울산광역시
2025-11-23,US100,울산포항혼합,10,9000,90000,울산광역시
2025-11-26,P0006,아포가토,3,7500,22500,울산광역시
2025-11-08,P0002,카페라떼,5,5200,26000,울산광역시
2025-11-26,P0003,카푸치노,10,4800,48000,울산광역시
2025-11-26,P0008,카라멜마키아토,5,6500,32500,울산광역시
2025-11-12,P0009,콜드브루,1,7000,7000,울산광역시
2025-11-12,P0008,카라멜마키아토,14,6500,91000,울산광역시
2025-11-05,P0010,모카,5,6200,31000,울산광역시
2025-11-03,P0005,플랫화이트,3,5600,16800,울산광역시
2025-11-23,P0008,카라멜마키아토,1,6500,6500,울산광역시
2025-11-14,P0007,바닐라라떼,8,5800,46400,울산광역시
2025-11-03,P0003,카푸치노,5,4800,24000,울산광역시
2025-11-21,P0002,카페라떼,5,5200,26000,울산광역시
2025-11-15,US100,울산포항혼합,10,9000,90000,울산광역시
2025-11-12,P0003,카푸치노,8,4800,38400,울산광역시
2025-11-21,P0010,모카,1,6200,6200,울산광역시
2025-11-25,P0003,카푸치노,3,4800,14400,울산광역시
2025-11-17,P0001,아메리카노,2,4500,9000,울산광역시
2025-11-17,P0003,카푸치노,7,4800,33600,울산광역시
2025-11-06,P0003,카푸치노,0,4800,0,울산광역시
2025-11-30,P0004,에스프레소,5,3000,15000,울산광역시
2025-11-17,P0005,플랫화이트,8,5600,44800,울산광역시
2025-11-09,P0004,에스프레소,10,3000,30000,울산광역시
2025-11-09,P0003,카푸치노,3,4800,14400,울산광역시
2025-11-20,P0009,콜드브루,9,7000,63000,울산광역시
2025-11-17,US100,울산포항혼합,1,9000,9000,울산광역시
2025-11-19,P0010,모카,9,6200,55800,울산광역시
2025-11-06,US100,울산포항혼합,1,9000,9000,울산광역시
2025-11-11,P0010,모카,3,6200,18600,울산광역시
2025-11-27,P0001,아메리카노,8,4500,36000,울산광역시
2025-11-02,US100,울산포항혼합,1,9000,9000,울산광역시
2025-11-09,US100,울산포항혼합,2,9000,18000,울산광역시
2025-11-25,P0010,모카,7,6200,43400,울산광역시
2025-11-20,US100,울산포항혼합,7,9000,63000,울산광역시
2025-11-16,US100,울산포항혼합,6,9000,54000,울산광역시
2025-11-10,US100,울산포항혼합,7,9000,63000,울산광역시
2025-11-16,P0004,에스프레소,5,3000,15000,울산광역시
2025-11-10,P0008,카라멜마키아토,2,6500,13000,울산광역시
2025-11-23,P0001,아메리카노,3,4500,13500,울산광역시
2025-11-15,P0007,바닐라라떼,1,5800,5800,울산광역시
2025-11-15,P0004,에스프레소,10,3000,30000,울산광역시
2025-11-20,P0003,카푸치노,5,4800,24000,울산광역시
2025-11-28,P0006,아포가토,3,7500,22500,울산광역시
2025-11-13,P0003,카푸치노,4,4800,19200,울산광역시
2025-11-17,P0009,콜드브루,15,7000,105000,울산광역시
2025-11-11,P0004,에스프레소,1,3000,3000,울산광역시
2025-11-04,P0005,플랫화이트,5,5600,28000,울산광역시
2025-11-08,P0003,카푸치노,4,4800,19200,울산광역시
2025-11-02,P0005,플랫화이트,5,5600,28000,울산광역시
2025-11-28,P0010,모카,-2,6200,-12400,울산광역시
2025-11-08,P0003,카푸치노,10,4800,48000,울산광역시
2025-11-30,P0010,모카,13,6200,80600,울산광역시
2025-11-07,P0003,카푸치노,5,4800,24000,울산광역시
2025-11-17,P0008,카라멜마키아토,7,6500,45500,울산광역시
2025-11-29,P0005,플랫화이트,12,5600,67200,울산광역시
